Column,layerid,title,description,layertype,creator,format,date,desc_date,place,subject,bbox
5962,vector_restricted:ESRI05MXSTATES,ESRI Data & Maps 2005 : Mexico States,"Mexico States represents the states of Mexico with coastlines, international boundaries, and state boundaries.",Polygon,"Sistemas de Informacion Geografica, S.A.",Shapefile,2002,2005-2009,Mexico,Mexican states,"ENVELOPE(-118.365391, -86.710312, 32.718655, 14.533273)"
5968,vector_public:AFRICOVER_ER_OTHERTOWNS,Eritrea Towns,"Eritrea towns from The Multipurpose Africover Database for the Environmental Resources produced by the Food and Agriculture Organization of the United Nations (FAO). Scale of the dataset: 1:100,000. The towns and major towns shapefiles were developed from data from the National Imagery and Mapping Agency (NIMA).",Point,Food and Agriculture Organization of the United Nations,Shapefile,2002,2005-2009,Eritrea,Human settlements,"ENVELOPE(36.65317, 43.08383, 17.31667, 12.38333)"
5975,vector_public:AFRICOVER_DRC_OTHERTOWNS,Democratic Republic of the Congo Towns,"The Democratic Republic of the Congo towns from The Multipurpose Africover Database for the Environmental Resources produced by the Food and Agriculture Organization of the United Nations (FAO). Scale of the dataset: 1:100,000. The towns and major towns shapefiles were developed from data from the National Imagery and Mapping Agency (NIMA).",Point,Food and Agriculture Organization of the United Nations,Shapefile,2003,2005-2009,Congo,Human settlements,"ENVELOPE(12.349, 30.983333, 4.969352, -13.3)"
5979,vector_restricted:ESRI05MXURBAN,ESRI Data & Maps 2005 : Mexico Urban Areas,Mexico Urban Areas represents the locations of major urban areas in Mexico.,Polygon,"Sistemas de Informacion Geografica, S.A.",Shapefile,2005,2005-2009,Mexico,Metropolitan areas,"ENVELOPE(-117.103615, -86.740576, 32.672002, 14.868157)"
5997,vector_public:TG95ALTAZPY,"Census Traffic Analysis Zones, 1995 - Alabama","This datalayer displays the Traffic Analysis Zones (TAZ) for the state of Alabama. A traffic analysis zone (TAZ) is a statistical entity delineated by state or local transportation officials for tabulating traffic-related census data-especially journey-to-work and place-of-work statistics. A TAZ usually consists of one or more census blocks, block groups, or census tracts. For the 1990 census, TAZs were defined as part of the Census Transportation Planning Package (CTPP). The U.S. Census Bureau first provided data for TAZs in conjunction with the 1980 census, when it identified them as ''traffic zones.'' Each TAZ is identified by a six-character alphanumeric code that is unique within county or statistically equivalent entity. For the 1990 census, TAZ codes were unique within CTPP area, which generally conformed to a metropolitan area.",Polygon,"U.S. Department of Commerce, Bureau of the Census, Geography Division",Shapefile,1995,2005-2009,Alabama,transportation,"ENVELOPE(-88.432007, -84.888967, 35.007882, 30.194045)"
6021,vector_restricted:INDIAVILL_MIZORAM,"Mizoram, India : Village Socio-Demographic and Economic Census Data, 2001","This datalayer shows village locations with socio-demographic and economic Census data for 2001 for the state of Mizoram, India. Includes village socio-demographic and economic Census attribute data such as total population, population by sex, household, literacy and illiteracy rates, and employment by industry. This layer is part of the VillageMap dataset which includes socio-demographic and economic Census data for 2001 at the village level for all the states of India. This data layer is sourced from secondary government sources, chiefly Survey of India, Census of India, Election Commission, etc. Scale 1:1,000,000.",Point,ML InfoMap (Firm),Shapefile,2001,2005-2009,India,Human settlements,"ENVELOPE(92.296371, 93.409256, 24.466635, 21.988192)"
6022,vector_restricted:ESRI05USDTL_RIVERS_ME,ESRI Data & Maps 2005 : U.S. Rivers and Streams : Maine,U.S. Rivers and Streams : Maine represents detailed rivers and streams for the state of Maine.,Line,Geological Survey (U.S.),Shapefile,2004,2005-2009,Maine,Rivers,"ENVELOPE(-71.081534, -66.988396, 47.459683, 43.084291)"
6023,vector_public:TG95DCCCDPY,"Congressional Districts, 1995 - District of Columbia","The polygons represent Congressional Districts (104th Congress) for the District of Columbia. Congressional districts (CDs) are the 435 areas from which people are elected to the U.S. House of Representatives. After the apportionment of congressional seats among the states, based on census population counts, each state is responsible for establishing CDs for the purpose of electing representatives. Each CD is to be as equal in population to all other CDs in the state as practicable. The CDs of the 103rd Congress (January 1993 to 1995) were the first to reflect redistricting based on the 1990 census. These CD boundaries and numbers will remain in effect until after Census 2000, except where a state initiative or a court-ordered redistricting had required a change. Six states were redistricted for the 104th Congress (Georgia, Louisiana, Maine, Minnesota, South Carolina, and Virginia). NOTE: In 1995, the District of Columbia consisted of one Congressional District with one non-voting delegate to Congress.",Polygon,"U.S. Department of Commerce, Bureau of the Census, Geography Division",Shapefile,1995,2005-2009,District of Columbia,boundaries,"ENVELOPE(-77.1194, -76.909395, 38.99511, 38.801813)"
6026,vector_restricted:KNG_ASGWC,"King County, Washington : areas susceptible to groundwater contamination, 1995","King County, Washington areas susceptible to groundwater contamination (ASGWC) 1995 version.",Polygon,King County (Wash.),Shapefile,1995,2005-2009,Washington,Municipal,"ENVELOPE(-122.540841, -121.695056, 47.780231, 47.147743)"
6034,vector_restricted:INDIAVILL_LAKSHA,"Lakshadweep, India : Village Socio-Demographic and Economic Census Data, 2001","This datalayer shows village locations with socio-demographic and economic Census data for 2001 for the union territory of Lakshadweep, India. Includes village socio-demographic and economic Census attribute data such as total population, population by sex, household, literacy and illiteracy rates, and employment by industry. This layer is part of the VillageMap dataset which includes socio-demographic and economic Census data for 2001 at the village level for all the states of India. This data layer is sourced from secondary government sources, chiefly Survey of India, Census of India, Election Commission, etc. Scale 1:1,000,000.",Point,ML InfoMap (Firm),Shapefile,2001,2005-2009,India,Human settlements,"ENVELOPE(72.156097, 73.677658, 11.689522, 10.062852)"
6035,vector_restricted:LI_BERLIN_RD,"Berlin, Germany : Street Centerlines, 2006","Berlin, Germany street centerline vectors with road type attributes extracted from DigitalGlobe QuickBird CitySphere high-resolution (60cm) satellite imagery ortho mosaics.",Line,Land Info (Firm),Shapefile,2006,2005-2009,Germany,Transportation,"ENVELOPE(13.131836, 13.65684, 52.649713, 52.362929)"
6041,vector_public:AFRICOVER_SD_ROADS,Sudan Roads,"Sudan roads from The Multipurpose Africover Database for the Environmental Resources produced by the Food and Agriculture Organization of the United Nations (FAO). Scale of the dataset: 1:100,000. The roads have been produced from visual interpretation of digitally enhanced LANDSAT TM images (Bands 4,3,2) acquired mainly in the year 1994-1999.",Line,Food and Agriculture Organization of the United Nations,Shapefile,2003,2005-2009,Sudan,Roads,"ENVELOPE(22.395493, 37.381805, 23.08368, 3.526653)"
6051,vector_restricted:ARCUSGSQD,Atlanta Regional Commission USGS 7.5' Quadrangle Index,"This polygon datalayer depicts the USGS 7.5 minute quadrangle map index for the Atlanta Regional Commission's (ARC) 10-county region. ARC documentation states that: This Theme represents the grid of USGS 7.5' quadrangles that are commonly associated with topographic map sheets, Digital Line Graphics (DLG), and Digital Raster Graphics (DRG) files. It is useful both as an index to the USGS quadrangles in the Atlanta Region, and as a reference for other vector (points, lines, and polygons) and raster (digital imagery) geographic data.",Polygon,Atlanta Regional Commission (ARC),Shapefile,1983,2005-2009,Atlanta,location,"ENVELOPE(-85.125, -83.625, 34.5, 33.125)"
6054,vector_restricted:ESRI07USBLKPOP_NV,Nevada U.S. Census Block Centroid Populations : ESRI Data & Maps 2007,Nevada U.S. Census Block Centroid Populations represents the populations of the U.S. Census blocks for the state of Nevada. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Tele Atlas North America, Inc.",Shapefile,2007,2005-2009,Nevada,Census,"ENVELOPE(-120.005244, -114.040645, 41.999208, 35.005983)"
6070,vector_restricted:ESRI05USBLKPOP_OR,ESRI Data & Maps 2005 : U.S. Census Block Centroid Populations : Oregon,U.S. Census Block Centroid Populations : Oregon represents the population of the U.S. Census block centroids for the state of Oregon. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,2000,2005-2009,Oregon,Census,"ENVELOPE(-124.600981, -116.481602, 46.277106, 41.99336)"
6081,vector_restricted:ESRI04GEPLZZIP5,ESRI Data & Maps 2004 : Germany Five-Digit Zip Code Areas (PLZgrenzen),"There are no official zip code areas in Germany. Zip codes (Postleitzahl, PLZ) are related only to streets but are organized into the five-digit zip code areas that cover Germany. Germany Five-Digit Zip Code Areas (PLZgrenzen) represent these areas.",Polygon,ESRI Geoinformatik,Shapefile,2000,2005-2009,Germany,Postal zones,"ENVELOPE(5.866282, 15.048627, 55.058264, 47.2736)"
6084,vector_public:TG95ALCCDCUPY,"Census County Divisions and Minor Civil Divisions, 1995 - Alabama","This datalayer displays the Census County Divisions and Minor Civil Divisions of Alabama. Census county divisions (CCDs) are county subdivisions that were delineated by the U.S. Census Bureau, in cooperation with state and local government officials for data presentation purposes. CCDs have been established in 21 states where there are no legally established minor civil divisions (MCDs), where the MCDs do not have governmental or administrative purposes, where the boundaries of the MCDs are ambiguous or change frequently, and/or where the MCDs generally are not known to the public. CCDs have no legal functions and are not governmental units. The boundaries of CCDs usually are delineated to follow visible features and coincide with census tracts where applicable. (In a few instances, two CCDs may constitute a single census tract.) The name of each CCD is based on a place, county, or well-known local name that identifies its location. Minor civil divisions (MCDs) are the primary governmental or administrative divisions of a county in many states (parish in Louisiana). MCDs represent many different kinds of legal entities with a wide variety of governmental and/or administrative functions. NOTE: The U.S. Census Bureau does not recognize MCDs for the state of Alabama.",Polygon,"U.S. Department of Commerce, Bureau of the Census, Geography Division",Shapefile,1995,2005-2009,Alabama,boundaries,"ENVELOPE(-88.473227, -84.888967, 35.007882, 30.194045)"
6085,vector_restricted:INDIAVILL_WBENGAL,"West Bengal, India : Village Socio-Demographic and Economic Census Data, 2001","This datalayer shows village locations with socio-demographic and economic Census data for 2001 for the state of West Bengal, India. Includes village socio-demographic and economic Census attribute data such as total population, population by sex, household, literacy and illiteracy rates, and employment by industry. This layer is part of the VillageMap dataset which includes socio-demographic and economic Census data for 2001 at the village level for all the states of India. This data layer is sourced from secondary government sources, chiefly Survey of India, Census of India, Election Commission, etc. Scale 1:1,000,000.",Point,ML InfoMap (Firm),Shapefile,2001,2005-2009,India,Human settlements,"ENVELOPE(85.839142, 89.831055, 27.176317, 21.548935)"
6087,vector_public:AFRICOVER_DRC_CULT_AGG,Democratic Republic of the Congo Thematic Agriculture Aggregation Landcover,"The Democratic Republic of the Congo thematic agriculture aggregation landcover from The Multipurpose Africover Database for the Environmental Resources produced by the Food and Agriculture Organization of the United Nations (FAO). Scale of the dataset: 1:200,000. This dataset is a reaggregated version of the original national Africover landcover multipurpose database. It contains all cultivated land. The land cover has been produced from visual interpretation of digitally enhanced LANDSAT TM images (Bands 4,3,2) acquired mainly in the year 2000-2001. The land cover classes have been developed using the FAO/UNEP international standard LCCS classification system.",Polygon,Food and Agriculture Organization of the United Nations,Shapefile,2003,2005-2009,Congo,Land use,"ENVELOPE(12.301103, 31.322216, 5.180366, -13.460148)"
6096,vector_public:TG95ORLKFLN,"Census Non-Visible Features, 1995 - Oregon","This datalayer displays the non-visible features for the state of Oregoon. This layer contains various types of nonvisible lines used to maintain the topology in the Census TIGER? database. Non-visible features are used to delimit tabulation entities, property areas, legal and administrative entities. The U.S. Census Bureau separately identifies non-visible boundaries only when they do not follow a visible feature such as a road, stream, or ridge line. The predominant Census Feature Class Codes (CFCC) in this layer are: F10 (Non-visible jurisdictional boundary of a legal or administrative entity); F23 (Closure extension to complete database topological closure between extremely close features - used to close small gaps between complete chains and create polygons to improve block labeling on cartographic products); F40 (Property line, non-visible boundary of either public or private lands, e.g., a park boundary); F71 (1980 statistical boundary); F72 (1990 statistical boundary; used to hold 1990 collection and tabulation census block boundaries not represented by existing physical features); F73 (Internal U.S. Census Bureau use) and F81 (School district boundary).",Line,"U.S. Department of Commerce, Bureau of the Census, Geography Division",Shapefile,1995,2005-2009,Oregon,imageryBaseMapsEarthCover,"ENVELOPE(-124.699129, -116.463262, 46.299099, 41.991794)"
6109,vector_restricted:ESRI07USINSTITUT,U.S. Institutions : ESRI Data & Maps 2007,"U.S. Institutions represents point locations within the United States for common institution landmark types including hospitals, educational institutions, religious institutions, government centers, and cemeteries.",Point,"Tele Atlas North America, Inc.",Shapefile,2007,2005-2009,United States,Hospitals,"ENVELOPE(-165.450122, -65.972546, 71.289886, 17.996176)"
6112,vector_restricted:ESRI05MXROADS,ESRI Data & Maps 2005 : Mexico Roads,Mexico Roads represents the major roads and highways of Mexico.,Line,"Sistemas de Informacion Geografica, S.A.",Shapefile,2005,2005-2009,Mexico,Roads,"ENVELOPE(-117.122185, -86.744386, 32.712956, 14.590745)"
6117,vector_public:GLB_GAZCTY,Global GIS : World gazetteer (major cities),"This datalayer is a point coverage representing major cities worldwide based on information from the GNS (GEOnet Names Server). For global (non-U.S.) cities, the GNS data was supplemented by the ESRI Data & Maps (2000) World Cities layer. For United States cities, the GNS data was supplemented by data from the GNIS (Geographic Names Information System). This dataset was published as part of the USGS Global GIS : global coverage database (2003). The GEOnet Names Server provides access to the National Imagery and Mapping Agency's (NIMA) database of foreign geographic feature names. Approximately 20,000 of the database's 3.5 million features are updated monthly with names information approved by the U.S. Board on Geographic Names (US BGN). The USGS Global GIS database contains a wealth of USGS and other public domain data, including global coverages of elevation, landcover, seismicity, and resources of minerals and energy at a nominal scale of 1:1 million. The U.S. Geological Survey (USGS) and The American Geological Institute (AGI) announced a cooperative agreement that will focus on making the USGS Global Geographic Information System (GIS) database readily available to educators and the general public in the form of a DVD based world atlas.",Point,United States. National Geospatial-Intelligence Agency,Shapefile,2003,2005-2009,Earth,"Names, Geographical","ENVELOPE(-176.133331, 179.216659, 78.216667, -54.799999)"
6121,vector_public:AFRICOVER_UG_ROADS_GE,Uganda Roads,Uganda roads from The Multipurpose Africover Database for the Environmental Resources produced by the Food and Agriculture Organization of the United Nations (FAO).,Line,Food and Agriculture Organization of the United Nations,Shapefile,null,2005-2009,Uganda,Roads,"ENVELOPE(29.594351, 35.013155, 4.170093, -1.34029)"
6124,vector_restricted:ESRI04NYBLKPOP,ESRI Data & Maps 2004 : U.S. Census Block Centroid Populations : New York,U.S. Census Block Centroid Populations : New York represents the population of the U.S. Census block centroids for the state of New York. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,2003,2005-2009,New York,Census,"ENVELOPE(-79.761591, -71.863009, 45.009936, 40.4901)"
6126,vector_restricted:ESRI06USBLKPOP_CT,ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Connecticut,U.S. Census Block Centroid Populations : Connecticut represents the populations of the U.S. Census blocks for the state of Connecticut. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Tele Atlas North America, Inc.",Shapefile,2004,2005-2009,Connecticut,Census,"ENVELOPE(-73.720029, -71.788087, 42.050122, 40.964929)"
6127,vector_restricted:ESRI07WLDCONTINENT,World Continents : ESRI Data & Maps 2007,World Continents represents the boundaries for the continents of the world.,Polygon,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,1996,2005-2009,Earth,Continents,"ENVELOPE(-180, 180, 83.6236, -90)"
6132,vector_restricted:ESRI07USBLKPOP_WV,West Virginia U.S. Census Block Centroid Populations : ESRI Data & Maps 2007,West Virginia U.S. Census Block Centroid Populations represents the populations of the U.S. Census blocks for the state of West Virginia. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Tele Atlas North America, Inc.",Shapefile,2007,2005-2009,West Virginia,Census,"ENVELOPE(-82.642332, -77.731443, 40.631944, 37.204509)"
6147,vector_public:TG95DETRTPY,"Census Tracts, 1990 - Delaware","This datalayer displays Census Tracts for the state of Delaware, 1990. Census tracts are small, relatively permanent statistical subdivisions of a county or statistically equivalent entity delineated by local participants as part of the U.S. Census Bureau's Participant Statistical Areas Program. The U.S. Census Bureau delineated census tracts where no local participant existed or where a local or tribal government declined to participate. The primary purpose of census tracts is to provide a stable set of geographic units for the presentation of decennial census data. For the 1990 census, some counties had census tracts and others had block numbering areas (BNAs). Census tracts in the United States, Puerto Rico, and the Virgin Islands of the United States generally have between 1,500 and 8,000 people, with an optimum size of 4,000 people. For American Samoa, the Northern Mariana Islands, and Guam, the optimum size is 2,500 people. Counties and statistically equivalent entities with fewer than 1,500 people have a single census tract. Census tracts on American Indian reservations, off-reservation trust lands, and special places must contain a minimum of 1,000 people. (Special places include correctional institutions, military installations, college campuses, workers' dormitories, hospitals, nursing homes, and group homes.) When first delineated, census tracts are designed to be relatively homogeneous with respect to population characteristics, economic status, and living conditions. The spatial size of census tracts varies widely depending on the density of settlement, delineated with the intention of being maintained over many decades so that statistical comparisons can be made from decennial census to decennial census. However, physical changes in street patterns caused by highway construction, new developments, and so forth, may require occasional boundary revisions. In addition, census tracts occasionally are split due to population growth or combined as a result of substantial population decline. Census tracts are identified by a four-digit basic number and may have a two-digit numeric suffix; for example, 6059.02. The decimal point separating the four-digit basic tract number from the two-digit suffix is shown in the printed reports and on census maps. In computer-readable files, the decimal point is implied. Many census tracts do not have a suffix; in such cases, the suffix field is either left blank or is zero-filled. Leading zeros in a census tract number (for example, 002502) are shown only in computer-readable files. Census tract suffixes may range from .01 to .98. For the 1990 census, the .99 suffix was reserved for census tracts/block numbering areas (BNAs) that contained only crews-of-vessels population. The U.S. Census Bureau reserves the basic census tract numbers 9400 to 9499 for census tracts delineated within or to encompass American Indian reservations and off-reservation trust lands that exist in multiple states or counties (see TRIBAL CENSUS TRACTS). The number 0000 in computer-readable files identifies a census tract delineated to provide complete coverage of water area in territorial seas and the Great Lakes.",Polygon,"U.S. Department of Commerce, Bureau of the Census, Geography Division",Shapefile,1990,2005-2009,Delaware,boundaries,"ENVELOPE(-75.788758, -75.048413, 39.839007, 38.451013)"
6155,vector_restricted:ESRI06EURCITIES,ESRI Data & Maps 2006 : Europe Cities,"Europe Cities represents the cities of Europe including national capitals, major population centers, and landmark cities.",Point,AND International Publishers N.V.,Shapefile,2005,2005-2009,Europe,Cities and towns,"ENVELOPE(-21.9614, 64.0749, 69.6529, 27.9956)"
6182,vector_restricted:LI_BEIJING_RD,"Beijing, China : Street Centerlines, 2006","Beijing, China street centerline vectors with road type attributes extracted from DigitalGlobe QuickBird CitySphere high-resolution (60cm) satellite imagery ortho mosaics.",Line,Land Info (Firm),Shapefile,2006,2005-2009,China,Transportation,"ENVELOPE(116.140614, 116.513352, 40.015353, 39.810942)"
6191,vector_public:AFRICOVER_DRC_MAJORTOWNS,Democratic Republic of the Congo Major Towns,"The Democratic Republic of the Congo major towns from The Multipurpose Africover Database for the Environmental Resources produced by the Food and Agriculture Organization of the United Nations (FAO). Scale of the dataset: 1:100,000. The towns and major towns shapefiles were developed from data from the National Imagery and Mapping Agency (NIMA).",Point,Food and Agriculture Organization of the United Nations,Shapefile,2003,2005-2009,Congo,Human settlements,"ENVELOPE(13.05, 30.25, 4.283333, -12.75)"
6194,vector_public:TG95DEPLCPY,"Census Place, 1990 - Delaware","This datalayer displays the Census Places for the state of Delaware based on the ground condition of January 1, 1990. Places, for the reporting of decennial census data, include census designated places, consolidated cities, and incorporated places. Each place is assigned a five-digit Federal Information Processing Standards (FIPS) code, based on the alphabetical order of the place name within each state. If place names are duplicated within a state, and they represent distinctly different areas, a separate code is assigned to each place name alphabetically by primary county in which each place is located, or if both places are in the same county, alphabetically by their legal description (for example, ''city'' before ''village''). Statistical entities which may be represented in this datalyer include: Census Designated Place (CDP). Census designated places (CDPs) are delineated for each decennial census as the statistical counterparts of incorporated places. CDPs are delineated to provide census data for concentrations of population, housing, and commercial structures that are identifiable by name but are not within an incorporated place. CDP boundaries usually are defined in cooperation with state, local, and tribal officials. These boundaries, which usually coincide with visible features or the boundary of an adjacent incorporated place or other legal entity boundary, have no legal status, nor do these places have officials elected to serve traditional municipal functions. CDP boundaries may change from one decennial census to the next with changes in the settlement pattern; a CDP with the same name as in an earlier census does not necessarily have the same boundary. Consolidated City. An incorporated place that has combined its governmental functions with a county or subcounty entity but contains one or more other incorporated places that continue to function as local governments within the consolidated government. Incorporated Place. A type of governmental unit, incorporated under state law as a city, town (except in New England, New York, and Wisconsin), borough (except in Alaska and New York), or village, having legally prescribed limits, powers, and functions.",Polygon,"U.S. Department of Commerce, Bureau of the Census, Geography Division",Shapefile,1990,2005-2009,Delaware,boundaries,"ENVELOPE(-75.788616, -75.048413, 39.829411, 38.451114)"
6198,vector_public:MGISOSPP2,MassGIS 2003 Massachusetts Protected and Recreational Open Space (Polygons) (March 2003),"This protected and recreational open space datalayer contains polygons representing the boundaries of conservation lands and outdoor recreational facilities in Massachusetts. The associated database contains relevant information about each parcel, including ownership, level of protection, public accessibility, assessor's map and lot numbers, and related legal interests held on the land, including conservation restrictions. Conservation and outdoor recreation facilities owned by federal, state, county, municipal, and nonprofit enterprises are included in this datalayer. Privately owned lands with deeded restrictions are also included, as are lands in the Chapter 61 program. This datalayer can also be linked, through related tables, with the 1988 Statewide Comprehensive Outdoor Recreation Plan (SCORP) inventory, with facilities and activities data for recreation sites. The datalayer is paneled into 351 town coverages and significant updates are ongoing. This update effort, coordinated by MassGIS, uses volunteers from state environmental agencies, regional planning commissions, local watershed associations, town conservation commissions, municipal planning and engineering departments, local and regional nonprofits, and open space plan committees. Although the initial data collection effort for this data layer has been completed, open space changes continually and this data layer is therefore considered to be under development. Additionally, due to the collaborative nature of this data collection effort, the accuracy and completeness of open space data varies across the state's municipalities. Attributes, while comprehensive in scope, may be incomplete for many parcels. The following types of land are included in this datalayer: Conservation land - habitat protection with minimal recreation, such as walking trails Recreation land - outdoor facilities such as town parks, commons, playing fields, school fields, golf courses, bike paths, scout camps, and fish and game clubs. These may be privately or publicly owned facilities. Town forests Parkways - green buffers along roads, if they are a recognized conservation resource Agricultural land - land protected under an Agricultural Preservation Restriction (APR) and administered by the state Department of Food and Agriculture (DFA) Aquifer protection land - not zoning overlay districts Watershed protection land - not zoning overlay districts Cemeteries - if they are a recognized conservation or recreation resource Also included for some towns are lands in the Chapter 61 program (61 = Forestry; 61A = Agriculture; 61B = Recreation). These parcel boundaries are not currently available state-wide, and may not be maintained over time, but can be useful for municipal planning purposes.",Polygon,MassGIS (Office : Mass.),Shapefile,2003,2005-2009,Massachusetts,Open spaces,"ENVELOPE(-73.533325, -69.89863, 42.887598, 41.231246)"
6207,vector_restricted:ESRI05USBLKPOP_DC,ESRI Data & Maps 2005 : U.S. Census Block Centroid Populations : District of Columbia,U.S. Census Block Centroid Populations : District of Columbia represents the population of the U.S. Census block centroids for the District of Columbia. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,2000,2005-2009,District of Columbia,Census,"ENVELOPE(-77.119132, -76.910185, 38.99336, 38.792763)"
6222,vector_public:AFRICOVER_UG_SPAT_AGG,Uganda Spatially Aggregated Multipurpose Landcover Database,"Uganda spatially aggregated multipurpose landcover database from The Multipurpose Africover Database for the Environmental Resources produced by the Food and Agriculture Organization of the United Nations (FAO). Scale of the dataset: 1:100,000. This dataset is a spatially reaggregated version of the original national Africover landcover multipurpose database. The land cover has been produced from visual interpretation of digitally enhanced LANDSAT TM images (Bands 4,3,2) acquired mainly in the year 2000, 2001. The land cover classes have been developed using the FAO/UNEP international standard LCCS classification system.",Polygon,Food and Agriculture Organization of the United Nations,Shapefile,2003,2005-2009,Uganda,Land use,"ENVELOPE(29.483427, 35.11631, 4.306749, -1.571317)"
6227,vector_restricted:ESRI06EURROADS,ESRI Data & Maps 2006 : Europe Roads,"Europe Roads represents the roads (European Highway System, national, and secondary roads) in Europe.",Line,AND International Publishers N.V.,Shapefile,2005,2005-2009,Europe,Roads,"ENVELOPE(-27.2168, 64.0749, 71.1684, 27.75)"
6232,vector_restricted:ESRI06EURURBAN,ESRI Data & Maps 2006 : Europe Urbanized Areas,Europe Urbanized Areas represents the urbanized areas of Europe.,Polygon,AND International Publishers N.V.,Shapefile,2005,2005-2009,Europe,Cities and towns,"ENVELOPE(-25.6769, 64.1173, 69.9034, 27.9037)"
6238,vector_restricted:ESRI05USGGOLF,ESRI Data & Maps 2005 : U.S. Geographic Names Information System Golf Locales,U.S. Geographic Names Information System Golf Locales represents an automated inventory of the proper names and locations of physical and cultural geographic features located throughout the United States and its Territories. No data exists for Alaska.,Point,Geological Survey (U.S.),Shapefile,1981,2005-2009,United States,Golf courses,"ENVELOPE(-170.740005, 144.861114, 48.982244, -14.34694)"
6256,vector_restricted:ESRI04WVBLKPOP,ESRI Data & Maps 2004 : U.S. Census Block Centroid Populations : West Virginia,U.S. Census Block Centroid Populations : West Virginia represents the population of the U.S. Census block centroids for the state of West Virginia. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,2003,2005-2009,West Virginia,Census,"ENVELOPE(-82.644064, -77.724136, 40.631764, 37.204264)"
6262,vector_public:VMAP1AGRISTRP,"VMap1 Agricultural Structures, Points","This datalayer is a point coverage representing agricultural facilities such as silos, storage bins for feeds or grains and grain elevators. Objects in this layer have FACC (Feature and Attribute Coding Catalogue) Codes of AM020, 'Grain Bin/Silo: An enclosed container, used for storing grain or fodder,' or AM030, 'Grain Elevator: A tall structure, equipped for loading, unloading, processing and storing grain.' This layer was derived from the VMAP1 series produced by the National Geospatial-Intelligence Agency (NGA), an agency of the United States government. VMAP data set products use the 'vector product format' (vpf) utilized first by the US Defense Mapping Agency and later by its successor, the National Imagery and Mapping Agency (NIMA, now known as the NGA). 'VMap' is derived from 'Vector Smart Map' Vector Smart Map (VMAP) Level 1 is a global vector GIS dataset at 1:250,000 scale. This is currently the most detailed global digital dataset freely available and can be downloaded from the National Imagery and Mapping Agency (NGA) website, using the GeoSpatial Engine The coverage is not complete - of the 234 zones which make up the dataset, only around 25% are currently (2002) available - others have not yet been completed or are not declassified. They feature a vast number of files organized into libraries. These libraries, or coverages, are geographicially bounded areas, rather than feature-linked coverages. VMAP Layers in the Harvard Geospatial Library are feature-based as we have processed the multiple tiles from the VMAP libraries into a series of seamless coverages (i.e. Aqueduct Lines appear in a single layer, 'Aqueduct Lines') which depict a particular feature as it occurs throughout the available geographic coverage areas. Since different geographic areas were mapped by NIMA at different times using various types of feature capture and scanning and digitizing methods and software, multiple map sources of varying dates and multiple processing approaches are represented in each of these HGL layers. We have necessarily generalized the discussion of data source material and process steps in the Data Quality section of this metadata document.",Point,National Geospatial-Intelligence Agency,Shapefile,2001,2005-2009,Earth,farming,"ENVELOPE(-122.498123, 140.668304, 57.86618, -5.552861)"
6276,vector_restricted:ESRI04ADMIN,ESRI Data & Maps 2004 : World Administrative Units,World Administrative Units represents the boundaries for the first-level administrative units of the world.,Polygon,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,1996,2005-2009,Earth,Administrative and political divisions,"ENVELOPE(-180, 180, 83.6236, -90)"
6280,vector_restricted:KNG_ERODE,"King County, Washington : erosion hazards","This datalayer contains boundary polylines for significant erosion hazard areas for the western half of King County, Washington.",Line,King County (Wash.),Shapefile,2003,2005-2009,Washington,Municipal,"ENVELOPE(-122.54225, -121.671459, 47.784983, 47.131445)"
6284,vector_restricted:ESRI05USBLKPOP_OK,ESRI Data & Maps 2005 : U.S. Census Block Centroid Populations : Oklahoma,U.S. Census Block Centroid Populations : Oklahoma represents the population of the U.S. Census block centroids for the state of Oklahoma. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,2000,2005-2009,Oklahoma,Census,"ENVELOPE(-103.002463, -94.432831, 37.002039, 33.617614)"
