Column,layerid,title,description,layertype,creator,format,date,desc_date,place,subject,bbox
6889,vector_public:USGS_NU_MANAGUA_CLP,"Cultural Landmark Points, Managua Region, Nicaragua, 2001","Cultural landmark points for the Managua region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Point,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Church buildings,"ENVELOPE(-86.249605, -86.14346, 12.162614, 12.006218)"
6891,vector_restricted:NLD_HGUE6210RD_GEOGRF_GBD_PNT,"Geographic Areas, The Hague, Netherlands, 2008-2010","This layer contains point features representing geographic areas for The Hague, Netherlands, 2008-2010. It is part of the TOP10NL data set published by Kadaster, the Dutch Land Registry. Data is at a scale of 1:10,000.Geographic areas includes features such as: banks, shoals, forests, hamlets, dunes, islands, channels, heathlands, hills, house group, moorlands, polders, inhabited harbors, fields, terps, artificial mounds, fords, residential areas, seas, estuaries, and more.",Point,Netherlands. Topografische Dienst Kadaster,Shapefile,2008,2010-2014,Netherlands,Landforms,"ENVELOPE(4.175977, 4.584731, 52.260296, 52.03358)"
6904,vector_restricted:EV_ISRAEL_MISCL,"Miscellaneous (Lines), Israel, 1987","Miscellaneous line features for Israel. Feature vector data was extracted by East View Cartographic from 1:500,000 series Soviet military topographic source map sheets published in 1987.",Line,"East View Cartographic, Inc.",Shapefile,1987,2010-2014,Israel,Bodies of water,"ENVELOPE(35.074797, 35.573194, 33.169693, 32.750623)"
6909,vector_restricted:MACON95_NVMKT_ZIP,"Nevada ZIP Code Market Data, 1995, MaconUSA","This dataset is a polygon layer providing boundary and marketing data for 5-digit ZIP code areas for Nevada, 1995. The marketing data set includes attributes covering: population growth, population age and sex distribution, household age, income, and wealth, Claritas Consumer CLOUT expenditure data for alcoholic beverages, women's footwear, attorneys, bicycles, and vehicle supplies, Claritas Financial CLOUT expenditure data on first mortgages greater than $150,000, bank credit cards, and life insurance, PRIZM household type (Elite Suburbs, Working Towns), and workforce employed by the private sector. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, Claritas Financial CLOUT database, Claritas Consumer CLOUT database, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Nevada,Zip codes,"ENVELOPE(-120.004699, -114.0391, 42.00215, 35.005759)"
6911,vector_restricted:MACON95_NVDEM_TRACT,"Nevada Census Tract Demographics, 1995, MaconUSA","This dataset is a polygon layer providing boundary and demographic statistical data for Census tracts for Nevada, 1995. The demographic data set includes attributes covering: age and sex distribution, ethnicity and ancestry, education, income, industry employment, household size, type of housing unit, home ownership, home value, and mortgage statistics, automobile ownership, and home heating fuel types. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Nevada,Census districts,"ENVELOPE(-120.00424, -114.038905, 42.002146, 35.002084)"
6927,vector_restricted:MACON95_NVDEM_ZIP,"Nevada ZIP Code Demographics, 1995, MaconUSA","This dataset is a polygon layer providing boundary and demographic statistical data for 5-digit ZIP code areas for Nevada, 1995. The demographic data set includes attributes covering: age and sex distribution, ethnicity and ancestry, education, income, industry employment, household size, type of housing unit, home ownership, home value, and mortgage statistics, automobile ownership, and home heating fuel types. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Nevada,Zip codes,"ENVELOPE(-120.004699, -114.0391, 42.00215, 35.005759)"
6928,vector_public:NHGIS_POP1940,"Historic County Boundaries and Total Population, United States, 1900","This boundary file contains historic county boundaries for which the U.S. Census Bureau tabulated data and was produced by the Minnesota Population Center as part of the National Historical Geographic Information System (NHGIS) project. The NHGIS county boundaries shapefile was joined with NHGIS total population tabular data from the same year by the Harvard University Center for Geographic Analysis. The county boundary shapefiles and its respective population data were joined for each decade, 1790-2000.The NHGIS is an National Science Foundation-sponsored project (Grant No. BCS0094908) to create a digital spatial-temporal database of all available historical US aggregate census materials. The available shapefiles on the NHGIS site represent version 1.0 of historical US county boundary files for the 1790 to 2000 censuses. These electronic county boundary files were created by referencing a wide variety of sources and considerable care was taken during their production. U.S. Census Bureau TIGER/Line Census 2000 files provided the 1990 and 2000 county boundaries and the roads, hydrography, and public land survey lines required to construct historic county boundaries. Locations of historic county boundaries were derived from William Thorndale and William Dollarhide's Map Guide to the U.S. Federal Censuses (1987), various volumes of John H. Long's Atlas of Historical County Boundaries, the Atlas of Historical County Boundaries website (http://www.newberry.org/ahcbp/), and other state-specific sources. TIGER/Line spatial features that corresponded to boundaries in these sources were used to construct the proper historic boundaries. When a TIGER/Line feature was not available, we digitized the historic boundary from one of the map sources. Aggregate data from Michael Haines' Historical Demographic, Economic and Social Data: The United States, 1790-1970 (2001) and Richard Forstall's Population of States and Counties of the United States: 1790 to 1990 (1996) were used to determine whether a county was enumerated during a given census. If a county was not enumerated, notes from those sources were used to attach the county in question to the county with which it was enumerated. If a county was not enumerated and the notes provide no details, the county was considered 'unattached' and it was merged with other unattached land within the state or territory.",Polygon,University of Minnesota. Minnesota Population Center,Shapefile,1900,2010-2014,United States,Boundaries,"ENVELOPE(-180, 180, 85.245258, 4.502628)"
6930,vector_public:USGS_HO_LA_LIMA_LALIXS,"Channel and Floodplain Cross Sections, La Lima, Honduras","Cross sections for the 50-year flood, for Rio Chamelecon, La Lima, Honduras. Water-surface elevations for an estimated 50-year-flood discharge on Rio Chamelecon at La Lima were determined using HEC-RAS, a one-dimensional step-backwater computer program. The channel and floodplain cross section geometry used in HEC-RAS were developed from an airborne light detection and ranging (LIDAR) topographic survey of the area. The 50-year-flood discharge for Rio Chamelecon, 2400 cubic meters per second, was estimated using a regression equation that relates the 50-year-flood discharge to drainage area and mean annual precipitation. The area of inundation and depth of flood coverage was created with the HEC-RAS output and topographic TIN using HEC-geo-RAS software.",Line,Geological Survey (U.S.),Shapefile,2001,2010-2014,Honduras,Floods,"ENVELOPE(-87.96513, -87.89699, 15.477614, 15.420609)"
6931,vector_restricted:NLD_AMST6202RD_WEGDEEL_LJN,"Road Section Lines, Amsterdam (East), Netherlands, 2008-2010","This layer contains line features representing road sections for Amsterdam (East), Netherlands, 2008-2010. It is part of the TOP10NL data set published by Kadaster, the Dutch Land Registry. Data is at a scale of 1:10,000.Road section lines includes features such as: roads, highways, streets, runways, and more.",Line,Netherlands. Topografische Dienst Kadaster,Shapefile,2008,2010-2014,Netherlands,Transportation,"ENVELOPE(4.826065, 5.208556, 52.499725, 52.251285)"
6933,vector_restricted:CAMBRIDGE09_BIKEFACILITIES,"Bicycle Facilities, Cambridge, Massachusetts, 2008",This line layer indicates streets within the City of Cambridge that have pavement markings or construction features that facilitate bicycle use. It also contains multi-purpose paths where bicycles can be used off the street.,Line,Cambridge (Mass.). Community Development Dept.,Shapefile,2008,2010-2014,Massachusetts,Municipal,"ENVELOPE(-71.208771, -71.06511, 42.435193, 42.351657)"
6951,vector_public:FEMA_13_FLD_HAZ_AR_GA,"Flood Insurance Risk Zones, Georgia, 2011","The flood insurance risk zone layer contains information about the flood hazards for Georgia. These zones are used by the federal Emergency Management Agency (FEMA) to designate the Special Flood Hazard Area (SFHA) and for insurance rating purposes. These data are the flood hazard areas that are or will be depicted on the Flood Insurance Rate Map (FIRM). The spatial elements representing the flood zones are polygons. There is one polygon for each contiguous flood zone designated. This layer is part of the National Flood Hazard Layer dataset: The National Flood Hazard Layer (NFHL) data incorporates all Digital Flood Insurance Rate Map(DFIRM) databases published by FEMA, and any Letters Of Map Revision (LOMRs) that have been issued against those databases since their publication date. The DFIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper Flood Insurance Rate Maps(FIRMs). The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The NFHL data are derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The specifications for the horizontal control of DFIRM data are consistent with those required for mapping at a scale of 1:12,000. The NFHL data contain layers in the Standard DFIRM datasets except for S_Label_Pt and S_Label_Ld. The NFHL is available as State or US Territory data sets. Each State or Territory data set consists of all DFIRMs and corresponding LOMRs available on the publication date of the data set.",Polygon,United States. Federal Emergency Management Agency,Shapefile,2011,2010-2014,Georgia,Floods,"ENVELOPE(-85.596307, -80.840647, 35.000307, 30.355591)"
6952,vector_public:USGS_NU_CHINANDEGA_PHLR,"Physiography : Relief, Chinandega Region, Nicaragua, 2001","Physiography : relief (contour lines in meters) for the Chinandega region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Altitudes,"ENVELOPE(-87.195019, -87.066029, 12.692855, 12.566299)"
6954,vector_public:USGS_GT_RETALHULEU_RDL,"Roads, Retalhuleu Region, Guatemala, 1988","Roads for the Retalhuleu region, Guatemala. This layer was vectorized from original hard copy 1:50,000 topographic maps produced from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,1976,2010-2014,Guatemala,Transportation,"ENVELOPE(-91.711367, -91.619366, 14.608566, 14.518562)"
6958,vector_restricted:EV_ISRAEL_PIPEL,"Pipelines, Israel, 1987","Pipeline line features for Israel. Feature vector data was extracted by East View Cartographic from 1:500,000 series Soviet military topographic source map sheets published in 1987.",Line,"East View Cartographic, Inc.",Shapefile,1987,2010-2014,Israel,Pipelines,"ENVELOPE(34, 35.998736, 33.3333, 29.568525)"
6959,vector_public:USGS_GT_PUERTO_BARRIOS_PHLR,"Physiography : Relief, Puerto Barrios Region, Guatemala, 1988","Physiography : relief (contour lines in meters) for the Puerto Barrios region, Guatemala. This layer was vectorized from original hard copy 1:50,000 topographic maps produced from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,1976,2010-2014,Guatemala,Altitudes,"ENVELOPE(-88.631691, -88.539665, 15.745613, 15.655594)"
6970,vector_restricted:EURATLAS_AUTONOMOUS_PPL_200,"Autonomous Peoples, Europe, Year 200","This shapefile represents autonomous peoples of Europe for the year 200. Autonomous peoples are generally nomadic, semi-nomadic or not well-known populations without evident central authority. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,200,2010-2014,Europe,Boundaries,"ENVELOPE(-9.594671999999999, 47.820664, 60.243219, 22.539818)"
6982,vector_public:TG10WIVTD,Voting Districts WI 2010,"This polygon data layer represents the 2010 TIGER/Line voting districts for Wisconsin. The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB). The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line File is designed to stand alone as an independent data set, or they can be combined to cover the entire nation. Voting district is the generic name for geographic entities such as precincts, wards, and election districts established by State governments for the purpose of conducting elections. States participating in the 2010 Census Redistricting Data Program as part of Public Law 94-171 (1975) provided the Census Bureau with boundaries, codes, and names for their VTDs. Each VTD is identified by a 1- to 6-character alphanumeric census code that is unique within county. For the 2010 Census, Rhode Island is the only State that did not participate in Phase 2 (the Voting District Project) of the Redistricting Data Program and no VTDs exist for this State in the 2010 Census data products. Note that only Montana and Oregon do not have complete coverage of VTDs for the 2010 Census.",Polygon,U.S. Census Bureau. Geography Division,Shapefile,2010,2010-2014,Wisconsin,Census,"ENVELOPE(-92.889433, -86.249548, 47.309822, 42.49172)"
6985,vector_public:USGS_ES_SAN_SALVADOR_DNN,"Net Drainage Coverage (lines), San Salvador Region, El Salvador, 1988","Net drainage coverage (lines) for the San Salvador region, El Salvador. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional of the Republic of El Salvador from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,1976,2010-2014,El Salvador,Bodies of water,"ENVELOPE(-89.265884, -89.11428, 13.754232, 13.648054)"
6989,vector_restricted:CAMBRIDGE09_ONEWAYLINES,"One Way Lines, Cambridge, Massachusetts, 2007",This line layer contains lines designating one way streets in the City of Cambridge.,Line,Cambridge (Mass.). Geographic Information Systems,Shapefile,2007,2010-2014,Massachusetts,Municipal,"ENVELOPE(-71.155606, -71.0737, 42.402713, 42.354548)"
6993,vector_public:USGS_ES_BERLIN_PPAQ,"Populated Places : Residential Quarters, Housing (polygons), Berlin Region, El Salvador, 1988","Populated places : residential quarters, housing (polygons) for the Berlin region, El Salvador. This layer was vectorized from original hardcopy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional of the Republic of El Salvador from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October- November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Polygon,Geological Survey (U.S.),Shapefile,1976,2010-2014,El Salvador,Human settlements,"ENVELOPE(-88.533409, -88.460663, 13.511063, 13.45352)"
7008,vector_restricted:EURATLAS_2ND_LEVEL_DIV_100,"Second-level Administrative Divisions, Europe, Year 100","This shapefile represents 2nd-level administrative divisions of sovereign states for Europe for the year 100. 2nd level divisions are simple territorial units under the control of the main authority of their state and bear various denominations like provinces, counties, duchies, districts, departements etc. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,100,2010-2014,Europe,Boundaries,"ENVELOPE(-9.500086, 50.998826, 56.056672, 19.670067)"
7010,vector_public:CAMBRIDGE14IMPERVIOUSOTHER,"Other Impervious Surfaces, Cambridge, Massachusetts, 2010 (pub. 2014)","This layer contains polygon features representing other impervious surfaces in Cambridge, Massachusetts, 2010",Polygon,Cambridge (Mass.). Geographic Information Systems,Shapefile,2010,2010-2014,"City of Cambridge, MA",Patios,"ENVELOPE(-71.161196, -71.063865, 42.40419, 42.351851)"
7011,vector_restricted:ESRI12WLDCITIES,World Cities : Esri Data & Maps 2012,World Cities represents the locations of the major cities of the world.,Point,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,1996,2010-2014,Earth,Cities and towns,"ENVELOPE(-176.151564, 179.221887, 78.200001, -54.792)"
7013,vector_restricted:NLD_AMST6201RD_SPOORBND_LJN,"Railway Section Lines, Amsterdam (West), Netherlands, 2008-2010","This layer contains lines representing railway section features for Amsterdam (West), Netherlands, 2008-2010. It is part of the TOP10NL data set published by Kadaster, the Dutch Land Registry. Data is at a scale of 1:10,000.",Line,Netherlands. Topografische Dienst Kadaster,Shapefile,2008,2010-2014,Netherlands,Transportation,"ENVELOPE(4.556038, 4.881264, 52.49157, 52.259071)"
7021,vector_restricted:MACON95_NDMKT_TRACT,"North Dakota Census Tract Market Data, 1995, MaconUSA","This dataset is a polygon layer providing boundary and marketing data for Census tracts for North Dakota, 1995. The marketing data set includes attributes covering: population growth, population age and sex distribution, household age, income, and wealth, Claritas Consumer CLOUT expenditure data for alcoholic beverages, women's footwear, attorneys, bicycles, and vehicle supplies, Claritas Financial CLOUT expenditure data on first mortgages greater than $150,000, bank credit cards, and life insurance, PRIZM household type (Elite Suburbs, Working Towns), and workforce employed by the private sector. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, Claritas Financial CLOUT database, Claritas Consumer CLOUT database, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,North Dakota,Census districts,"ENVELOPE(-104.048357, -96.554455, 49.0007, 45.935164)"
7024,vector_public:FEMA_26_FLD_HAZ_AR_MI,"Flood Insurance Risk Zones, Michigan, 2011","The flood insurance risk zone layer contains information about the flood hazards for Michigan. These zones are used by the federal Emergency Management Agency (FEMA) to designate the Special Flood Hazard Area (SFHA) and for insurance rating purposes. These data are the flood hazard areas that are or will be depicted on the Flood Insurance Rate Map (FIRM). The spatial elements representing the flood zones are polygons. There is one polygon for each contiguous flood zone designated. This layer is part of the National Flood Hazard Layer dataset: The National Flood Hazard Layer (NFHL) data incorporates all Digital Flood Insurance Rate Map(DFIRM) databases published by FEMA, and any Letters Of Map Revision (LOMRs) that have been issued against those databases since their publication date. The DFIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper Flood Insurance Rate Maps(FIRMs). The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The NFHL data are derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The specifications for the horizontal control of DFIRM data are consistent with those required for mapping at a scale of 1:12,000. The NFHL data contain layers in the Standard DFIRM datasets except for S_Label_Pt and S_Label_Ld. The NFHL is available as State or US Territory data sets. Each State or Territory data set consists of all DFIRMs and corresponding LOMRs available on the publication date of the data set.",Polygon,United States. Federal Emergency Management Agency,Shapefile,2011,2010-2014,Michigan,Floods,"ENVELOPE(-86.828259, -82.413474, 44.164242, 41.759032)"
7046,vector_restricted:NLD_ROTT6223RD_TERREIN_VLK,"Terrain & Land Use, Rotterdam, Netherlands, 2008-2010","This layer contains polygon features representing terrain & land use areas for Rotterdam, Netherlands, 2008-2010. It is part of the TOP10NL data set published by Kadaster, the Dutch Land Registry. Data is at a scale of 1:10,000.Terrain and land use includes features such as: jetties, arable lands, built-up areas, orchards, nurseries, forests, cemeteries, grasslands, heathlands, loading docks, boulders and slopes, railroad yards, sand, and more.",Polygon,Netherlands. Topografische Dienst Kadaster,Shapefile,2008,2010-2014,Netherlands,Land use,"ENVELOPE(4.207113, 4.615764, 52.049373, 51.800739)"
7049,vector_restricted:CAMBRIDGE09_CDDNEIGHBORHOODS,"Neighborhoods, Cambridge, Massachusetts, 1997",This polygon layer contains the boundaries of the City of Cambridge's thirteen neighborhoods.,Polygon,Cambridge (Mass.). Geographic Information Systems,Shapefile,1997,2010-2014,null,Municipal,"ENVELOPE(-71.160581, -71.06381, 42.403841, 42.352358)"
7055,vector_public:USGS_HO_NACAOME_NACAFL,"Flood Inundation Areas, Nacaome, Honduras","Flood inundation polygons for the 50-year flood, for Rio Nacaome,and Rio Guacirope and Rio Grande tributaries near Nacacome, Honduras. Water-surface elevations for an estimated 50-year-flood discharge for all rivers at Nacaome were determined using HEC-RAS, a one-dimensional step-backwater computer program. The channel and floodplain cross section geometry used in HEC-RAS were developed from an airborne light detection and ranging (LIDAR) topographic survey of the area. The 50-year-flood discharge for Rio Nacaome, 6000 cubic meters per second, and for Rio Guacirope, 2300 cubic meters per second, and for Rio Grande, 4800 cubic meters per second were estimated using a flood-frequency analysis of nearby gaging stations. The area of inundation and depth of flood coverage was created with the HEC-RAS output and topographic TIN using HEC-geo-RAS software.",Polygon,Geological Survey (U.S.),Shapefile,2001,2010-2014,Honduras,Floods,"ENVELOPE(-87.512324, -87.459356, 13.550709, 13.506541)"
7060,vector_restricted:ESRI12USDTL_CNTY,U.S. Counties : Esri Data & Maps 2012,"U.S. Counties represents the counties of the United States in the 50 states, the District of Columbia, and Puerto Rico.",Polygon,"TomTom North America, Inc.",Shapefile,2011,2010-2014,United States,Counties,"ENVELOPE(-179.14734, 179.778465, 71.390482, 17.881242)"
7091,vector_public:USGS_GT_MORALES_TSLB,"Transportation Objects : Bridges, Tunnels, Morales Region, Guatemala, 1988","Transportation objects : bridges, tunnels for the Morales region, Guatemala. This layer was vectorized from original hard copy 1:50,000 topographic maps produced from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,1976,2010-2014,Guatemala,Transportation,"ENVELOPE(-88.873108, -88.788597, 15.513224, 15.433989)"
7094,vector_public:USGS_NU_MANAGUA_PPL,"Populated Places (lines), Managua Region, Nicaragua, 2001","Populated places (lines) for the Managua region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Human settlements,"ENVELOPE(-86.249021, -86.14979, 12.161738, 12.02691)"
7095,vector_restricted:MACON95_WYDEM_TRACT,"Wyoming Census Tract Demographics, 1995, MaconUSA","This dataset is a polygon layer providing boundary and demographic statistical data for Census tracts for Wyoming, 1995. The demographic data set includes attributes covering: age and sex distribution, ethnicity and ancestry, education, income, industry employment, household size, type of housing unit, home ownership, home value, and mortgage statistics, automobile ownership, and home heating fuel types. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Wyoming,Census districts,"ENVELOPE(-111.055708, -104.051547, 45.005957, 40.994925)"
7102,vector_public:USGS_GT_PUERTO_BARRIOS_HYP,"Hypsography, Puerto Barrios Region, Guatemala, 1988","Hypsography : marks of height above sea level (in meters) for the Puerto Barrios region, Guatemala. This layer was vectorized from original hard copy 1:50,000 topographic maps produced from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Point,Geological Survey (U.S.),Shapefile,1976,2010-2014,Guatemala,Altitudes,"ENVELOPE(-88.628937, -88.540291, 15.744636, 15.656083)"
7104,vector_public:GHGIS1850DISTRICTCAPS,"Germany Governmental District Capitals, 1850, German Historical GIS","The points represent the capitals of governmental districts in the larger German territorial states. In many cases, the name of the capital was used as the name of the district as well. The polygons of Germany in 1850 are available in a separate data sets on this server.",Point,"HGIS Germany (Andreas Kunz, Leonhard Dietze)",Shapefile,1850,2010-2014,Germany,Political Divisions,"ENVELOPE(5.314128, 22.204678, 54.834083, 47.493176)"
7106,vector_restricted:CAMBRIDGE09_PAVEDSURFACES,"Paved Surfaces, Cambridge, Massachusetts, July 2006","This layer shows paved surfaces, including roadways, edges of pavement, sidewalks, parking areas, driveways, bridges, alleys, and footpaths. There are some unpaved items in this layer.",Polygon,Cambridge (Mass.). Geographic Information Systems,Shapefile,2006,2010-2014,Massachusetts,Municipal,"ENVELOPE(-71.161665, -71.06103, 42.404741, 42.351442)"
7108,vector_public:USGS_GT_ANTIGUA_PPA,"Populated Places Areas, Antigua Guatemala Region, Guatemala, 1988","Populated places (polygons) for the Antigua Guatemala region, Guatemala. This layer was vectorized from original hard copy 1:50,000 topographic maps produced from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Polygon,Geological Survey (U.S.),Shapefile,1976,2010-2014,Guatemala,Human settlements,"ENVELOPE(-90.775077, -90.68492, 14.605172, 14.488078)"
7109,vector_public:CAMBRIDGE14STAIRS,"Stairs, Cambridge, Massachusetts, 2010 (pub. 2014)","This layer contains polygon features representing stairs in Cambridge, Massachusetts, 2010",Polygon,Cambridge (Mass.). Geographic Information Systems,Shapefile,2014,2010-2014,"City of Cambridge, MA",Stairs,"ENVELOPE(-71.161097, -71.06682, 42.404332, 42.351479)"
